alignment_method,fmg_qs_samples,fmg_qs_seconds,insole_qs_samples,insole_qs_seconds,local_trial,onset_status,png,record,side,status,subject,sync_status
start and end trigger phase mapping,75,0.75,65,0.65,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_11_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,261,2.61,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_12_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,178,1.78,156,1.56,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_13_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,131,1.31,114,1.14,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_14_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,182,1.82,162,1.62,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_15_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,66,0.66,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_16_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,88,0.88,77,0.77,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_17_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,284,2.84,246,2.46,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_18_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_19_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,260,2.6,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_20_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,86,0.86,75,0.75,21,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_1/trial_21_r.png,sir_1,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,257,2.57,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_01_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,258,2.58,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_02_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,257,2.57,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_03_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,257,2.57,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_04_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,201,2.01,172,1.72,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_05_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,183,1.83,157,1.57,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_06_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,285,2.85,244,2.44,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_07_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,257,2.57,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_08_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,175,1.75,150,1.5,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_09_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,277,2.77,237,2.37,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_10_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,245,2.45,210,2.1,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_11_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,270,2.7,232,2.32,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_12_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,218,2.18,186,1.86,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_13_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,140,1.4,122,1.22,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_14_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,77,0.77,66,0.66,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_15_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,255,2.55,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_16_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,236,2.36,202,2.02,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_17_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,168,1.68,151,1.51,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_18_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,201,2.01,170,1.7,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_19_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,148,1.48,127,1.27,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_20_l.png,sir_21,L,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,244,2.44,212,2.12,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_01_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,299,2.99,260,2.6,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_02_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,261,2.61,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_03_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_04_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,102,1.02,89,0.89,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_05_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,118,1.18,102,1.02,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_06_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_07_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,229,2.29,199,1.99,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_08_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,168,1.68,146,1.46,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_09_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,219,2.19,190,1.9,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_10_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,212,2.12,184,1.84,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_11_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,270,2.7,235,2.35,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_12_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,231,2.31,200,2.0,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_13_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,134,1.34,118,1.18,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_14_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,65,0.65,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_15_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,195,1.95,168,1.68,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_16_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,245,2.45,213,2.13,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_17_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,274,2.74,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_18_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,229,2.29,198,1.98,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_19_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
start and end trigger phase mapping,145,1.45,126,1.26,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub08_H/sir_21/trial_20_r.png,sir_21,R,created,Sub08_H,trigger sequence synchronized
