alignment_method,fmg_qs_samples,fmg_qs_seconds,insole_qs_samples,insole_qs_seconds,local_trial,onset_status,png,record,side,status,subject,sync_status
start and end trigger phase mapping,91,0.91,74,0.74,28,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_28_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,61,0.61,29,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_29_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
start trigger and nominal sample rate mapping,75,0.75,75,0.75,30,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_30_l.png,Amit_1,L,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,114,1.14,99,0.99,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_01_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_02_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,159,1.59,131,1.31,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_03_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_04_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,78,0.78,65,0.65,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_05_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_06_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_07_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,87,0.87,72,0.72,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_08_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_09_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_10_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,76,0.76,63,0.63,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_11_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,192,1.92,157,1.57,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_12_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_13_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_14_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_15_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_16_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_17_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,61,0.61,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_18_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_19_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,164,1.64,135,1.35,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_20_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,21,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_21_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,97,0.97,80,0.8,22,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_22_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,23,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_23_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,24,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_24_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,249,2.49,25,stable QS cap (3.0 s),Sub03_H/Amit_1/trial_25_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,26,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_26_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,61,0.61,27,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_27_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,28,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_28_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,61,0.61,29,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_29_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start trigger and nominal sample rate mapping,75,0.75,75,0.75,30,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_1/trial_30_r.png,Amit_1,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,62,0.62,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_01_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,87,0.87,72,0.72,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_02_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,62,0.62,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_03_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,62,0.62,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_04_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,206,2.06,170,1.7,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_05_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,256,2.56,211,2.11,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_06_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,300,3.0,248,2.48,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_07_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,100,1.0,82,0.82,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_08_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,62,0.62,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_09_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,123,1.23,101,1.01,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_10_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,300,3.0,248,2.48,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_11_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,267,2.67,220,2.2,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_12_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,216,2.16,236,2.36,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_13_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,267,2.67,40,0.4,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_14_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,300,3.0,62,0.62,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_15_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,131,1.31,22,0.22,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_16_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,209,2.09,48,0.48,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_17_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,258,2.58,40,0.4,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_18_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,75,0.75,23,0.23,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_19_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start trigger and nominal sample rate mapping,237,2.37,107,1.07,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_20_l.png,Amit_21,L,created,Sub03_H,trigger count mismatch 40 vs 39
start and end trigger phase mapping,188,1.88,158,1.58,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_01_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,251,2.51,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_02_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,63,0.63,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_03_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,63,0.63,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_04_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,198,1.98,166,1.66,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_05_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,63,0.63,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_06_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,252,2.52,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_07_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,162,1.62,135,1.35,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_08_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,281,2.81,235,2.35,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_09_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,251,2.51,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_10_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,279,2.79,235,2.35,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_11_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,295,2.95,249,2.49,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_12_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,253,2.53,214,2.14,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_13_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,291,2.91,245,2.45,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_14_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,300,3.0,253,2.53,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_15_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,123,1.23,104,1.04,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_16_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,176,1.76,149,1.49,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_17_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,296,2.96,251,2.51,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_18_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,159,1.59,135,1.35,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_19_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,80,0.8,68,0.68,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub03_H/Amit_21/trial_20_r.png,Amit_21,R,created,Sub03_H,trigger sequence synchronized
start and end trigger phase mapping,75,0.75,12,0.12,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_01_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,3,0.03,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_02_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,219,2.19,2,0.02,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_03_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,300,3.0,4,0.04,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_04_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,300,3.0,4,0.04,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_05_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,2,0.02,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_06_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,300,3.0,15,0.15,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_07_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,82,0.82,5,0.05,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_08_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,300,3.0,12,0.12,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_09_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,147,1.47,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_10_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,123,1.23,6,0.06,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_11_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,164,1.64,7,0.07,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_12_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,10,0.1,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_13_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,9,0.09,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_14_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,6,0.06,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_15_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,11,0.11,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_16_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,74,0.74,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_17_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,13,0.13,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_18_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start trigger and nominal sample rate mapping,75,0.75,75,0.75,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_19_l.png,ashu_1,L,created,Sub04_H,trigger count mismatch 37 vs 155
start and end trigger phase mapping,75,0.75,68,0.68,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_01_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,75,0.75,68,0.68,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_02_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,222,2.22,239,2.39,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_03_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,255,2.55,223,2.23,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_04_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,75,0.75,65,0.65,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_05_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,92,0.92,80,0.8,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_06_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,75,0.75,66,0.66,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_07_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,77,0.77,67,0.67,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_08_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,196,1.96,132,1.32,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_09_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,75,0.75,263,2.63,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_10_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,278,2.78,220,2.2,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_11_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,161,1.61,190,1.9,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_12_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,75,0.75,68,0.68,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_13_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,75,0.75,56,0.56,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_14_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,75,0.75,43,0.43,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_15_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,81,0.81,102,1.02,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_16_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,75,0.75,83,0.83,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_17_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,75,0.75,73,0.73,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_18_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start trigger and nominal sample rate mapping,82,0.82,82,0.82,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_1/trial_19_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
start and end trigger phase mapping,229,2.29,75,0.75,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_01_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,75,0.75,8,0.08,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_02_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,177,1.77,5,0.05,3,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_03_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,75,0.75,3,0.03,4,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_04_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,130,1.3,2,0.02,5,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_05_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,75,0.75,2,0.02,6,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_06_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,138,1.38,6,0.06,7,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_07_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,75,0.75,2,0.02,8,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_08_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,174,1.74,2,0.02,9,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_09_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,75,0.75,2,0.02,10,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_10_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,300,3.0,16,0.16,11,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_11_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,300,3.0,14,0.14,12,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_12_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,267,2.67,90,0.9,13,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_13_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,76,0.76,4,0.04,14,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_14_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,192,1.92,13,0.13,15,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_15_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,75,0.75,4,0.04,16,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_16_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,300,3.0,12,0.12,17,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_17_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,75,0.75,3,0.03,18,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_18_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,159,1.59,33,0.33,19,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_19_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,273,2.73,78,0.78,20,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_20_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
start and end trigger phase mapping,219,2.19,237,2.37,1,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_01_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
start and end trigger phase mapping,100,1.0,90,0.9,2,FMG movement onset detected with 0.5 s pre-onset buffer,Sub04_H/ashu_21/trial_02_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
