alignment_method,detection_status,fmg_display_seconds,fmg_gi_samples,fmg_gi_seconds,fmg_qs_reference_samples,insole_display_seconds,insole_gi_samples,insole_gi_seconds,insole_qs_reference_samples,local_trial,png,record,side,status,subject,sync_status
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub04_H/ashu_1/trial_09_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub04_H/ashu_1/trial_10_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub04_H/ashu_1/trial_11_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub04_H/ashu_1/trial_12_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub04_H/ashu_1/trial_13_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub04_H/ashu_1/trial_14_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub04_H/ashu_1/trial_15_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub04_H/ashu_1/trial_16_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub04_H/ashu_1/trial_17_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub04_H/ashu_1/trial_18_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub04_H/ashu_1/trial_19_r.png,ashu_1,R,created,Sub04_H,trigger count mismatch 37 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub04_H/ashu_21/trial_01_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
,,,,,,,,,,2,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,3,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,4,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,5,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,6,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,7,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,8,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,9,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,10,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,11,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,12,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub04_H/ashu_21/trial_13_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
,,,,,,,,,,14,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,15,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,16,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,17,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
,,,,,,,,,,18,,ashu_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub04_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub04_H/ashu_21/trial_19_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub04_H/ashu_21/trial_20_l.png,ashu_21,L,created,Sub04_H,trigger count mismatch 40 vs 607
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub04_H/ashu_21/trial_01_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub04_H/ashu_21/trial_02_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub04_H/ashu_21/trial_03_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub04_H/ashu_21/trial_04_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub04_H/ashu_21/trial_05_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub04_H/ashu_21/trial_06_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub04_H/ashu_21/trial_07_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub04_H/ashu_21/trial_08_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub04_H/ashu_21/trial_09_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub04_H/ashu_21/trial_10_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub04_H/ashu_21/trial_11_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub04_H/ashu_21/trial_12_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub04_H/ashu_21/trial_13_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub04_H/ashu_21/trial_14_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub04_H/ashu_21/trial_15_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub04_H/ashu_21/trial_16_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub04_H/ashu_21/trial_17_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub04_H/ashu_21/trial_18_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub04_H/ashu_21/trial_19_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub04_H/ashu_21/trial_20_r.png,ashu_21,R,created,Sub04_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub05_H/sub_1/trial_01_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub05_H/sub_1/trial_02_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub05_H/sub_1/trial_03_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub05_H/sub_1/trial_04_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub05_H/sub_1/trial_05_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub05_H/sub_1/trial_06_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub05_H/sub_1/trial_07_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub05_H/sub_1/trial_08_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub05_H/sub_1/trial_09_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub05_H/sub_1/trial_10_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub05_H/sub_1/trial_11_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub05_H/sub_1/trial_12_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub05_H/sub_1/trial_13_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub05_H/sub_1/trial_14_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub05_H/sub_1/trial_15_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub05_H/sub_1/trial_16_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub05_H/sub_1/trial_17_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub05_H/sub_1/trial_18_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub05_H/sub_1/trial_19_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub05_H/sub_1/trial_20_l.png,sub_1,L,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub05_H/sub_1/trial_01_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub05_H/sub_1/trial_02_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub05_H/sub_1/trial_03_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub05_H/sub_1/trial_04_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub05_H/sub_1/trial_05_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub05_H/sub_1/trial_06_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub05_H/sub_1/trial_07_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub05_H/sub_1/trial_08_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub05_H/sub_1/trial_09_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub05_H/sub_1/trial_10_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub05_H/sub_1/trial_11_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub05_H/sub_1/trial_12_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub05_H/sub_1/trial_13_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub05_H/sub_1/trial_14_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub05_H/sub_1/trial_15_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub05_H/sub_1/trial_16_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub05_H/sub_1/trial_17_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,18,Sub05_H/sub_1/trial_18_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,19,Sub05_H/sub_1/trial_19_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,20,Sub05_H/sub_1/trial_20_r.png,sub_1,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub05_H/sub_21/trial_01_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub05_H/sub_21/trial_02_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub05_H/sub_21/trial_03_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub05_H/sub_21/trial_04_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub05_H/sub_21/trial_05_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub05_H/sub_21/trial_06_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub05_H/sub_21/trial_07_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub05_H/sub_21/trial_08_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub05_H/sub_21/trial_09_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub05_H/sub_21/trial_10_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,11,Sub05_H/sub_21/trial_11_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,12,Sub05_H/sub_21/trial_12_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,13,Sub05_H/sub_21/trial_13_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,14,Sub05_H/sub_21/trial_14_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,15,Sub05_H/sub_21/trial_15_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,16,Sub05_H/sub_21/trial_16_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,17,Sub05_H/sub_21/trial_17_l.png,sub_21,L,created,Sub05_H,trigger count mismatch 40 vs 39
,,,,,,,,,,18,,sub_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub05_H,
,,,,,,,,,,19,,sub_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub05_H,
,,,,,,,,,,20,,sub_21,L,skipped: insole trial does not contain the full fixed 3.0-4.0 s GI interval,Sub05_H,
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,1,Sub05_H/sub_21/trial_01_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,2,Sub05_H/sub_21/trial_02_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,3,Sub05_H/sub_21/trial_03_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,4,Sub05_H/sub_21/trial_04_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,5,Sub05_H/sub_21/trial_05_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,6,Sub05_H/sub_21/trial_06_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,7,Sub05_H/sub_21/trial_07_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,8,Sub05_H/sub_21/trial_08_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,9,Sub05_H/sub_21/trial_09_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
matched fixed elapsed time after trial-start trigger,fixed protocol GI window: 3.0-4.0 s after trial-start trigger,1.5,100,1.0,50,1.5,100,1.0,50,10,Sub05_H/sub_21/trial_10_r.png,sub_21,R,created,Sub05_H,trigger sequence synchronized
